Timestamp,Environment,Camera_Count,Resolution,Target_FPS,Motion_Factor,Total_CPU,Core0_CPU,Core1_CPU,Core2_CPU,Core3_CPU,RAM_Used_MB,SoC_Temp,CPU_Freq,Throttled_State,IO_Wait,Actual_FPS,Drops,Threads
2026-07-07 14:32:43,test,1,320x240,30,0,48.0,43.0,53.3,55.0,40.7,3164.0,64.27,1800.0,throttled=0x0,0.0,0.95,0,920
2026-07-07 14:32:44,test,1,320x240,30,0,44.0,37.4,42.0,63.4,31.3,3164.2,63.78,1800.0,throttled=0x0,0.0,0.97,0,917
2026-07-07 14:32:45,test,1,320x240,30,0,40.7,43.1,35.0,55.2,30.7,3164.1,63.78,1800.0,throttled=0x0,0.0,0.95,0,917
2026-07-07 14:32:46,test,1,320x240,30,0,41.7,44.0,36.9,50.0,35.6,3161.9,65.73,1800.0,throttled=0x0,0.0,0.96,0,917
2026-07-07 14:32:47,test,1,320x240,30,0,46.5,39.4,44.1,63.7,38.4,3164.6,63.78,1800.0,throttled=0x0,0.0,0.97,0,920
2026-07-07 14:32:48,test,1,320x240,30,0,42.4,37.4,39.0,44.9,48.5,3164.2,64.76,1800.0,throttled=0x0,0.0,0.96,0,918
2026-07-07 14:32:49,test,1,320x240,30,0,43.2,61.9,39.3,35.9,35.6,3164.0,64.27,1800.0,throttled=0x0,0.2,0.96,0,918
2026-07-07 14:32:50,test,1,320x240,30,0,41.5,30.9,36.6,61.5,34.3,3164.2,64.76,1800.0,throttled=0x0,0.0,0.96,0,918
2026-07-07 14:32:51,test,1,320x240,30,0,44.6,60.4,39.6,40.8,38.1,3164.5,65.24,1800.0,throttled=0x0,0.0,0.97,0,919
2026-07-07 14:32:52,test,1,320x240,30,0,47.5,43.9,47.5,60.8,38.6,3165.7,64.76,1800.0,throttled=0x0,0.0,0.96,0,922
2026-07-07 14:32:53,test,1,320x240,30,0,46.8,56.1,50.5,37.3,43.6,3166.4,63.78,1800.0,throttled=0x0,0.0,0.96,0,920
2026-07-07 14:32:55,test,1,320x240,30,0,40.8,39.0,34.6,55.8,35.0,3166.2,64.27,1800.0,throttled=0x0,0.5,0.96,0,920
2026-07-07 14:32:56,test,1,320x240,30,0,47.2,45.5,36.3,68.9,35.7,3166.8,63.78,1800.0,throttled=0x0,0.0,0.97,0,920
2026-07-07 14:32:57,test,1,320x240,30,0,43.3,39.2,33.7,35.8,64.4,3166.8,64.76,1800.0,throttled=0x0,0.7,0.97,0,920
2026-07-07 14:32:58,test,1,320x240,30,0,43.9,39.8,59.8,35.4,40.8,3165.4,64.76,1800.0,throttled=0x0,0.0,0.96,0,923
2026-07-07 14:32:59,test,1,320x240,30,0,42.4,41.0,52.0,39.8,36.5,3163.8,63.78,1800.0,throttled=0x0,0.0,0.96,0,919
2026-07-07 14:33:00,test,1,320x240,30,0,51.2,57.5,48.1,43.4,55.1,3163.5,64.27,1800.0,throttled=0x0,0.0,0.94,0,918
2026-07-07 14:33:01,test,1,320x240,30,0,43.1,65.0,38.9,35.6,35.3,3163.9,64.27,1800.0,throttled=0x0,0.0,0.96,0,917
2026-07-07 14:33:02,test,1,320x240,30,0,45.6,41.7,44.4,58.8,35.3,3164.2,65.24,1800.0,throttled=0x0,0.0,0.97,0,918
2026-07-07 14:33:03,test,1,320x240,30,0,43.9,50.0,36.1,54.0,35.6,3166.0,64.27,1800.0,throttled=0x0,0.7,0.96,0,921
2026-07-07 14:33:04,test,1,320x240,30,0,39.6,43.9,53.0,30.5,32.7,3165.8,64.27,1200.0,throttled=0x0,0.0,0.96,0,917
2026-07-07 14:33:05,test,1,320x240,30,0,41.6,44.7,35.8,56.2,26.7,3166.4,64.27,1800.0,throttled=0x0,0.0,0.95,0,917
2026-07-07 14:33:06,test,1,320x240,30,0,36.6,34.0,28.0,59.8,26.0,3165.8,64.27,1800.0,throttled=0x0,0.0,0.96,0,917
2026-07-07 14:33:07,test,1,320x240,30,0,34.9,25.5,25.7,50.0,39.0,3167.2,64.27,1800.0,throttled=0x0,0.0,0.97,0,917
2026-07-07 14:33:08,test,1,320x240,30,0,67.7,84.2,60.2,58.3,67.6,3159.2,64.27,1800.0,throttled=0x0,0.7,0.97,0,920
2026-07-07 14:33:09,test,1,320x240,30,0,36.1,38.0,28.4,30.3,46.0,3158.6,63.78,1800.0,throttled=0x0,0.0,0.97,0,917
2026-07-07 14:33:10,test,1,320x240,30,0,49.8,73.3,44.7,39.0,43.1,3177.2,65.24,1800.0,throttled=0x0,0.0,0.97,0,917
