# Raspberry Pi 4B data logger
# start_time,2026-07-29T12:26:55.828877
# num_cameras,2
# test_type,idle_baseline
# notes,15fps na site 3 mesta 480p
# interval_sec,1
# num_cores,4
# power_model,idle=2.7W max=6.4W (estimated, not measured)
#
timestamp,cpu_total_pct,cpu_core0_pct,cpu_core1_pct,cpu_core2_pct,cpu_core3_pct,ram_pct,ram_used_mb,ram_total_mb,cpu_temp_c,cpu_freq_mhz,throttled,net_down_mbps,net_up_mbps,power_est_w
2026-07-29T12:26:56.908759,87.7,88.7,83.7,95.9,82.3,24.9,1679.2,7819.8,60.3,1800.5,False,32.498,33.685,5.94
2026-07-29T12:26:57.966263,94.1,93.3,92.6,94.3,96.2,25.0,1681.4,7819.8,60.8,1800.5,False,27.496,26.706,6.18
2026-07-29T12:26:58.977493,65.1,61.9,68.6,55.3,74.8,25.0,1684.3,7819.8,60.8,1800.5,False,29.544,27.296,5.11
2026-07-29T12:26:59.985264,22.9,27.0,26.0,18.0,20.8,25.0,1683.5,7819.8,59.4,1800.5,False,31.392,24.045,3.55
2026-07-29T12:27:00.992918,17.7,19.4,26.3,15.2,10.0,25.0,1683.0,7819.8,60.3,1800.5,False,29.203,24.999,3.36
2026-07-29T12:27:02.001229,19.4,19.2,20.2,13.3,24.8,25.0,1683.9,7819.8,59.9,1800.5,False,29.314,23.704,3.42
2026-07-29T12:27:03.009600,19.8,27.5,22.0,14.7,14.9,24.9,1680.2,7819.8,59.9,1800.5,False,29.502,23.561,3.43
2026-07-29T12:27:04.023787,17.9,20.2,20.4,17.3,13.7,24.9,1681.1,7819.8,60.3,1800.5,False,30.211,25.063,3.36
2026-07-29T12:27:05.044977,19.4,23.2,16.8,18.2,19.2,24.9,1678.8,7819.8,58.9,1000.3,False,29.53,23.81,3.42
2026-07-29T12:27:06.054204,21.8,35.0,10.8,21.0,20.2,24.9,1678.4,7819.8,59.4,1800.4,False,30.626,35.553,3.5
2026-07-29T12:27:07.064879,25.1,25.7,20.2,22.5,32.0,24.8,1678.3,7819.8,59.4,1800.4,False,30.53,41.967,3.63
2026-07-29T12:27:08.074058,19.3,21.0,19.4,14.1,22.8,24.8,1678.6,7819.8,59.4,1800.5,False,29.693,40.723,3.42
2026-07-29T12:27:09.082906,19.0,13.3,22.2,10.9,29.7,24.8,1678.2,7819.8,58.9,1800.5,False,29.284,43.106,3.4
2026-07-29T12:27:10.091580,19.5,15.0,17.8,17.2,28.0,24.8,1679.5,7819.8,58.9,1800.5,False,30.175,41.806,3.42
2026-07-29T12:27:11.100192,21.6,21.0,21.4,22.2,21.6,24.8,1678.7,7819.8,58.9,1800.5,False,29.956,41.846,3.5
2026-07-29T12:27:12.108476,20.0,19.4,19.2,19.0,22.4,24.8,1679.8,7819.8,58.9,1800.4,False,29.28,41.736,3.44
2026-07-29T12:27:13.116441,19.9,19.0,31.0,12.0,17.6,24.8,1680.0,7819.8,58.9,1800.5,False,29.566,41.962,3.44
2026-07-29T12:27:14.124793,18.1,12.4,26.5,13.3,20.2,24.8,1680.1,7819.8,58.4,1800.5,False,30.708,38.964,3.37
2026-07-29T12:27:15.134056,19.0,24.0,25.7,13.3,12.9,24.8,1679.2,7819.8,59.4,1800.5,False,31.255,40.334,3.4
2026-07-29T12:27:16.142692,20.9,19.6,22.0,20.4,21.6,24.8,1679.4,7819.8,57.9,1800.5,False,29.631,35.468,3.47
2026-07-29T12:27:17.151337,20.3,14.3,19.6,26.3,21.0,24.8,1681.9,7819.8,59.4,1800.5,False,30.328,35.895,3.45
2026-07-29T12:27:18.159533,20.6,18.2,14.1,26.5,23.5,24.8,1681.3,7819.8,58.4,1800.5,False,29.549,42.014,3.46
2026-07-29T12:27:19.167381,19.5,18.8,18.8,20.8,19.6,24.8,1681.4,7819.8,57.9,1800.4,False,29.553,41.611,3.42
2026-07-29T12:27:20.176688,18.4,20.6,16.2,19.0,18.0,24.8,1680.3,7819.8,58.9,1800.4,False,30.443,40.455,3.38
2026-07-29T12:27:21.184620,25.4,37.4,22.5,19.2,22.5,24.8,1679.4,7819.8,58.9,1800.5,False,29.529,41.385,3.64
2026-07-29T12:27:22.193132,21.3,15.2,18.0,26.7,25.3,24.8,1682.3,7819.8,58.4,1800.4,False,29.532,40.792,3.49
2026-07-29T12:27:23.207082,19.6,18.0,11.2,24.3,24.8,24.8,1681.8,7819.8,58.9,1800.5,False,30.961,42.997,3.42
2026-07-29T12:27:24.220574,21.0,19.6,23.0,16.8,24.5,24.8,1682.4,7819.8,58.9,1800.5,False,30.617,41.785,3.48
2026-07-29T12:27:25.236150,19.1,17.0,20.8,15.5,23.0,24.8,1682.2,7819.8,59.4,1800.5,False,29.831,42.912,3.41
2026-07-29T12:27:26.251310,22.7,32.7,15.7,22.0,20.4,24.8,1675.9,7819.8,58.4,1800.5,False,29.521,41.566,3.54
2026-07-29T12:27:27.307784,22.4,28.3,21.7,22.4,17.1,24.8,1677.0,7819.8,58.4,1800.5,False,30.822,41.306,3.53
2026-07-29T12:27:28.315336,33.7,35.4,35.4,32.3,31.7,23.8,1601.0,7819.8,58.4,1800.4,False,29.354,41.728,3.95
2026-07-29T12:27:29.323723,19.9,23.5,17.2,18.0,20.8,23.8,1601.1,7819.8,59.4,1800.5,False,29.571,41.722,3.44
2026-07-29T12:27:30.331309,19.3,19.6,13.1,22.4,22.2,23.8,1600.6,7819.8,58.9,1800.5,False,29.931,41.681,3.42
2026-07-29T12:27:31.344434,22.2,17.2,18.8,29.7,23.3,23.8,1600.9,7819.8,59.9,1100.3,False,30.347,41.838,3.52
2026-07-29T12:27:32.353110,23.8,24.2,20.0,25.7,25.3,23.8,1600.3,7819.8,59.9,1800.5,False,29.749,43.01,3.58
2026-07-29T12:27:33.361541,19.5,19.8,16.7,24.2,17.2,23.8,1600.2,7819.8,58.9,1800.4,False,30.966,43.083,3.42
2026-07-29T12:27:34.369644,19.4,22.0,18.2,24.2,13.1,23.8,1600.0,7819.8,58.9,1800.5,False,30.581,42.029,3.42
2026-07-29T12:27:35.377461,19.1,17.0,15.0,14.9,29.4,23.8,1599.7,7819.8,58.4,1800.4,False,29.394,41.802,3.41
2026-07-29T12:27:36.385474,17.5,5.1,25.0,16.3,23.5,23.8,1599.8,7819.8,57.9,1800.4,False,29.787,41.721,3.35
2026-07-29T12:27:37.393768,27.9,23.0,26.3,31.4,30.7,23.8,1600.5,7819.8,58.4,1800.4,False,30.713,43.243,3.73
2026-07-29T12:27:38.402330,19.4,17.8,14.9,23.0,22.0,23.8,1600.5,7819.8,57.9,1800.5,False,29.627,42.096,3.42
2026-07-29T12:27:39.420516,18.1,15.3,12.0,30.3,15.0,23.8,1600.3,7819.8,58.4,1800.5,False,29.622,43.101,3.37
2026-07-29T12:27:40.429127,20.2,11.9,21.6,24.5,23.0,23.8,1600.3,7819.8,59.4,1800.5,False,29.93,41.521,3.45
2026-07-29T12:27:41.437784,17.9,14.0,20.2,11.3,26.3,23.8,1601.0,7819.8,58.9,1800.4,False,30.795,43.102,3.36
2026-07-29T12:27:42.451637,25.3,15.6,30.3,28.7,26.7,23.8,1602.4,7819.8,57.9,1100.2,False,29.329,41.945,3.64
2026-07-29T12:27:43.459503,21.5,24.0,25.0,22.1,15.0,23.8,1601.7,7819.8,56.9,1800.5,False,29.457,41.568,3.5
2026-07-29T12:27:44.467256,19.4,14.1,24.0,23.7,15.8,23.8,1601.5,7819.8,59.4,1800.5,False,30.722,41.79,3.42
2026-07-29T12:27:45.475101,17.6,17.2,15.2,21.8,16.2,23.8,1601.3,7819.8,57.9,1800.5,False,29.317,41.652,3.35
2026-07-29T12:27:46.505472,18.9,20.2,21.4,20.2,14.0,23.8,1601.0,7819.8,58.9,1800.4,False,30.354,43.345,3.4
2026-07-29T12:27:47.515202,30.7,39.8,34.0,20.6,28.4,23.9,1603.2,7819.8,57.9,1800.4,False,31.13,41.524,3.84
2026-07-29T12:27:48.523526,22.1,25.0,25.3,11.9,26.3,23.9,1603.9,7819.8,57.9,1800.5,False,29.731,39.336,3.52
2026-07-29T12:27:49.531207,17.6,18.8,10.2,14.7,26.5,23.9,1603.5,7819.8,59.4,1800.5,False,29.492,23.508,3.35
2026-07-29T12:27:50.539166,18.3,20.4,10.1,14.1,28.6,23.9,1603.7,7819.8,59.4,1800.5,False,30.235,38.744,3.38
2026-07-29T12:27:51.546780,21.8,28.7,25.7,12.9,19.8,23.9,1604.7,7819.8,58.9,1800.5,False,29.845,40.316,3.51
2026-07-29T12:27:52.554366,17.6,10.9,11.9,31.0,16.8,23.9,1603.9,7819.8,58.4,1800.5,False,29.15,27.927,3.35
2026-07-29T12:27:53.562685,18.4,19.8,12.1,16.0,25.5,23.9,1603.5,7819.8,57.9,1800.5,False,29.939,23.532,3.38
2026-07-29T12:27:54.570727,17.7,12.7,25.2,20.6,12.4,23.8,1602.8,7819.8,58.9,1800.5,False,30.163,23.753,3.36
2026-07-29T12:27:55.578286,16.7,21.4,13.3,23.1,8.9,23.8,1602.1,7819.8,57.4,1800.5,False,29.394,23.515,3.32
2026-07-29T12:27:56.586490,18.6,17.8,17.2,25.3,14.0,23.8,1602.4,7819.8,58.9,1800.5,False,29.817,23.698,3.39
2026-07-29T12:27:57.595361,18.6,15.7,16.7,27.0,14.9,23.8,1602.6,7819.8,58.4,1800.5,False,32.294,26.217,3.39
2026-07-29T12:27:58.604034,20.8,31.0,14.1,24.8,13.1,23.8,1602.9,7819.8,58.9,1800.5,False,28.966,23.531,3.47
2026-07-29T12:27:59.613977,16.2,22.8,18.6,8.9,14.3,23.8,1602.7,7819.8,57.9,1800.4,False,29.37,23.709,3.3
2026-07-29T12:28:00.624187,16.9,10.2,17.8,20.2,19.6,23.8,1602.5,7819.8,57.4,1800.4,False,29.457,23.459,3.33
2026-07-29T12:28:01.636806,19.6,20.2,19.0,22.5,16.8,23.8,1603.4,7819.8,57.4,1800.4,False,30.376,23.479,3.43
2026-07-29T12:28:02.646641,16.9,20.4,15.8,14.0,17.2,23.8,1603.8,7819.8,57.4,1800.4,False,29.324,24.692,3.32
2026-07-29T12:28:03.654971,18.7,29.0,16.0,15.8,14.0,23.8,1603.6,7819.8,58.4,1800.5,False,29.092,23.452,3.39
2026-07-29T12:28:04.663076,18.1,16.8,26.5,16.2,13.0,23.8,1603.6,7819.8,58.9,1800.4,False,30.776,23.893,3.37
2026-07-29T12:28:05.672210,16.6,14.3,11.9,15.0,25.3,23.8,1603.8,7819.8,58.9,1800.5,False,31.025,24.884,3.32
2026-07-29T12:28:06.681442,19.7,18.6,19.2,20.4,20.6,23.8,1604.3,7819.8,58.9,1800.5,False,29.47,23.435,3.43
2026-07-29T12:28:07.691724,17.7,12.1,25.7,14.0,19.0,23.8,1603.6,7819.8,58.9,1800.5,False,29.904,24.717,3.35
2026-07-29T12:28:08.712895,21.3,17.8,27.7,10.0,29.7,23.8,1603.8,7819.8,58.4,1100.3,False,29.825,23.336,3.49
2026-07-29T12:28:09.725161,42.0,44.0,44.0,40.0,40.0,23.7,1591.9,7819.8,58.9,1800.5,False,29.298,23.472,4.25
